sensor_id,n_records,mean_db,median_db,std_db,min_db,max_db,p05_db,p10_db,p25_db,p75_db,p90_db,p95_db,high_exposure_share_60,high_exposure_share_65,high_exposure_share_70,quiet_share_45,quiet_share_50,quiet_share_55,iqr_db,range_db,coverage_ratio,floor,company_id,event_type,period_id
A003,1440,52.24329652777777,51.264,5.367814117418207,43.429,66.802,44.681,45.22,50.38325,54.626,59.5831,63.7413,0.0972222222222222,0.0284722222222222,0.0,0.075,0.2208333333333333,0.7631944444444444,4.242750000000001,23.373000000000005,1.0,Main_Floor_A,Deployment_A,none,A_P017
A003,1440,47.48845833333333,47.242,1.869088546720828,43.867,61.473,44.59245000000001,44.934,46.505,48.714,49.945,50.297,0.0013888888888888,0.0,0.0,0.1145833333333333,0.9104166666666668,0.9972222222222222,2.208999999999996,17.606,1.0,Main_Floor_A,Deployment_A,none,A_P018
A003,1440,51.36334236111112,48.7955,5.190904155625983,46.154,67.143,47.263650000000005,47.484,47.967,51.58475,61.132,62.82894999999999,0.1784722222222222,0.0048611111111111,0.0,0.0,0.5770833333333333,0.8201388888888889,3.617750000000001,20.989,1.0,Main_Floor_A,Deployment_A,none,A_P019
A003,1440,51.33822083333333,50.5735,3.11588929140392,45.868,59.571,46.912,47.4283,48.593,54.63975,55.451,55.74415,0.0,0.0,0.0,0.0,0.4173611111111111,0.8069444444444445,6.046749999999996,13.702999999999996,1.0,Main_Floor_A,Deployment_A,none,A_P020
A003,1440,59.339956944444445,59.5,6.840167142810023,47.286,75.283,48.48845,50.033,53.163,65.50925,67.11,68.196,0.4791666666666667,0.3173611111111111,0.0173611111111111,0.0,0.0986111111111111,0.3833333333333333,12.346249999999998,27.997,1.0,Main_Floor_A,Deployment_A,none,A_P021
A003,1440,60.47067847222223,61.728,6.690857580980143,49.0,77.228,50.272,52.902,53.756,66.50025000000001,69.0661,70.468,0.5284722222222222,0.3354166666666666,0.0666666666666666,0.0,0.0368055555555555,0.3201388888888888,12.744250000000008,28.227999999999994,1.0,Main_Floor_A,Deployment_A,none,A_P022
A003,1440,52.38143402777778,53.293,3.842967953181736,44.989,71.565,46.7925,47.315,48.35625,55.74775,56.9577,57.37485,0.0083333333333333,0.0013888888888888,0.0006944444444444,0.0006944444444444,0.35,0.6875,7.3914999999999935,26.576,1.0,Main_Floor_A,Deployment_A,none,A_P023
A003,1440,51.085153472222224,49.1145,3.800480673951697,43.979,61.62,46.108450000000005,46.6254,47.8645,54.967,55.5436,55.9791,0.0013888888888888,0.0,0.0,0.0027777777777777,0.5375,0.7604166666666666,7.102499999999999,17.641,1.0,Main_Floor_A,Deployment_A,none,A_P024
A003,1440,59.83935,63.739,8.73087777462821,47.098,76.237,47.978,48.2923,50.37025,67.3725,70.1567,71.5718,0.5451388888888888,0.3930555555555555,0.1076388888888889,0.0,0.225,0.3583333333333333,17.002250000000004,29.139,1.0,Main_Floor_A,Deployment_A,none,A_P025
A003,1440,60.30752291666666,62.705,8.746981483009044,46.23,77.804,47.81445,48.292,52.10975,67.94874999999999,70.74340000000001,72.46865,0.5263888888888889,0.4333333333333333,0.1326388888888889,0.0,0.2097222222222222,0.3520833333333333,15.838999999999992,31.574000000000005,1.0,Main_Floor_A,Deployment_A,none,A_P026
A003,1440,60.99927569444444,64.714,8.930804613674875,46.38,79.174,47.783,48.163,49.37075,67.98075,70.2252,71.7984,0.6583333333333333,0.4868055555555555,0.1138888888888888,0.0,0.2951388888888889,0.3243055555555555,18.61,32.794000000000004,1.0,Main_Floor_A,Deployment_A,none,A_P027
A003,1440,60.089228472222224,64.011,8.255452864278501,44.544,75.868,47.304,47.891,49.011,66.45875,68.5337,70.04615,0.5833333333333334,0.4041666666666667,0.0513888888888888,0.0006944444444444,0.2729166666666666,0.2958333333333333,17.447749999999992,31.324,1.0,Main_Floor_A,Deployment_A,none,A_P028
